ID,Name,Rating,Description,Address,Phone_Number,Website
482,Geoff Rigby Commercials,5.0,Low rate finance,"Dennetts Farm, Pimbo Lane, Skelmersdale, Lancashire, WN8 9QQ",(01695)-624545,www.geoffrigbyvansales.co.uk
3818,Deeside Motor Centre,4.9,,"266-268 HIGH STREET, CONNAH'S QUAY, Deeside, Clwyd, CH5 4DJ",(01244)-725518,www.deesidemotorcentre.co.uk
10037877,Hale Value Cars,5.0,,"South Lane, Widnes, Cheshire, WA8 3TZ",(07553)-796673,
753062,S Express Car Sales,0.0,,"50 Welsh Road, Garden City, Cheshire, CH5 2HT",(07441)-918480,www.sexpresscarsales.co.uk
10009141,Jones Motor Company,5.0," OVER 35 YEARS EXSPERIENCE., EXCEEDS COMPETITORS GREATLY., HOME DELIVERY AVAILABLE","SEALAND ROAD, SEALAND, Deeside, Clwyd, CH5 2LQ",(01244)-725611,www.jonesmotors.co.uk
10035556,RDS Cars,4.3," 26 YEARS TRADING IN DEESIDE, OVER 30 VEHICLES IN STOCK","28, Welsh Road, Garden City, Deeside, Clwyd, CH5 2RA",(07537)-122385,www.rdscarsales.co.uk
10035688,Qcs Car Sales,5.0,,"24A, Welsh Road, Garden City, Deeside, Clwyd, CH5 2RA",(07822)-001421,
10024222,JAKE WILLIAMS AUTOMOTIVES LTD,0.0,,"Lyme House, Bretherton Court, Burscough, Ormskirk, Lancashire, L40 5UZ",(07418)-690211,www.jakewilliamsautomotives.co.uk
10007176,Sammys Car Limited,4.9,,"STATION ROAD, QUEENSFERRY, Deeside, Clwyd, CH5 2TB",(07441)-913129,www.sammyscar.co.uk
10028958,WB Cars Ltd,5.0,,"87 Station Road, Queensferry, Deeside, Clwyd, CH5 2TB",(07537)-145792,www.wbcars.co.uk
3620,Lindop Toyota Queensferry,5.0,"Low rates from just 8.5% APR, We offer FREE home delivery*, 97% would recommend us","Bridgegate, Queensferry, Deeside, Flintshire, CH5 2TE",(01244)-988756,lindopusedcars.co.uk
10011783,Southport Automart,5.0," Family Run, Main Dealer Backed, Live or Bespoke Video Viewings","SOUTHPORT ROAD, SCARISBRICK, Southport, Lancashire, PR8 5JF",(01704)-206997,coxmotorgroup.com
10017391,Pentagon Runcorn,0.0,"New & Used Car Sales, Service and Parts Departments,  Over 30 Years In Business","EDWARDS ROAD, Runcorn, Cheshire, WA7 2XP",(01928)-495780,www.pentagon-group.co.uk
21722,Halliwell Jones Southport MINI,5.0,"Reserve online from £99, Part exchanges welcome,  Family owned business","Southport Road, Southport, Lancashire, PR8 5JF",(01704)-206790,www.halliwelljones.co.uk
154029,Premium Trade Cars Southport,5.0,"Complementary 6 month warranty, Reserve online from £99,  Family owned business","59-61 Southport Road, Southport, Lancs, PR8 5JF",(01704)-206679,www.halliwelljones.co.uk
421,Halliwell Jones Southport BMW,5.0," Family owned business, BMW Approved Retailer, Home delivery available","59-61 Southport Road, Southport, Merseyside, PR8 5JF",(01704)-206791,www.halliwelljones.co.uk
1509817,Southport Honda,5.0," Family Owned Main Dealer Group, Honda Approved Dealer ","53-55 Southport Road, Scarisbrick, Southport, Merseyside, PR8 5JF",(01704)-206504,coxmotorgroup.com
29860,Stretton Of Kew,5.0," 45 YEARS OF SUCCESSFUL TRADING, NO DEPOSIT REQUIRED TO RESERVE, WE ACCEPT PART EXCHANGES","69 Southport Road (a570), Scarisbrick, Southport, Lancashire, PR8 5JF",(01704)-206742,www.strettonofkew.co.uk
10034494,WRIGHT MOTOR,4.0,"Our very own detailing company,  Happy To Help , We Bring The Dealership To You","Wright Motor, 65 Southport Road, Scarisbrick, Southport, Lancashire, PR8 5JF",(01704)-206558,www.wrightmotor.co.uk
10044085,Halliwell Jones KIA Southport,5.0,"KIA Approved, Part Exchanges Welcome","49-51 Southport Road, Scarisbrick, Southport, Lancashire, PR8 5JF",(01704)-827071,www.halliwelljones.co.uk
10039565,Precision Auto Group Ltd,4.7,"Nationwide Home Delivery., Drive away on the same day., Free Warranty","78A, Upper Aughton Road, Southport, Merseyside, PR8 5NJ",(01704)-206944,www.precisionautos.co.uk
10044381,Group1 Toyota Southport,4.7,"FCA Regulated and Approved, Finance Available, Home Delivery Available","Town Lane, Southport, Merseyside, PR8 5JH",(01704)-206958,www.group1auto.co.uk
10029028,Inter-Leisure,5.0," Three-Generation Family Owned, 10 year term finance available","Inter-Leisure, Burgess Drive, Sealand Road, Sealand, Chester, Flintshire, CH1 6EB",(01244)-725810,www.burtoncaravansales.co.uk
10020832,AutoClarity,5.0,"All types of finance offered, We offer video viewing on all,  Always deal with the owner","19A BANASTRE ROAD, Southport, Merseyside, PR8 5AW",(01704)-206743,www.autoclaritydirect.co.uk
65245,Vans North West Limited,0.0,"Maxus Main Dealer,  Trading Since 2006, On Site Prep Centre","Haydock Lane, Haydock Industrial Estate, Haydock, St. Helens, Merseyside, WA11 9UY",(01942)-919480,www.vansalesnorthwest.co.uk
10017411,Vision Motors Direct Ltd,3.9,,"NORTH FLORIDA ROAD, HAYDOCK, St Helens, Merseyside, WA11 9TP",(01942)-919064,www.vision-motors.co.uk
10043321,CHESTER CAR SOLUTIONS LTD,5.0,,"Chester Road, Dunham on the Hill, Frodsham, Cheshire, WA6 0NT",(07537)-145531,www.chestercarsolutions.co.uk
10018063,RSV Automotive,5.0," Family owned - Founded 2013, Car Sourcing to customers , FCA Regulated","Unit 4 ABRAHAM COURT, PRINCE WILLIAM AVENUE, SANDYCROFT, Deeside, Clwyd, CH5 2QZ",(01244)-988762,www.rsvautomotive.co.uk
90175,Ainsdale Car Centre Ltd,5.0,,"26a Virginia Street, Southport, Merseyside, PR8 6RZ",(01704)-206257,www.ainsdalecarcentre.co.uk
28098,Les Currie Garages,0.0,,"Chester, Cheshire,",(01244)-988753,www.lescurriegarages.co.uk
665494,David Hayton Mazda Southport,5.0,,"78-88 Tulketh Street, Southport, Merseyside, PR8 1BX",(01704)-206329,www.davidhayton.co.uk
14149,Barry Brown Ltd,5.0,,"172 Orrell Road, Orrell, Wigan, Lancashire, WN5 8HQ",(01942)-919146,www.barrybrown.co.uk
10039915,EP17 Ltd,5.0,"Viewings by appointment only, £200 Refundable Deposit, Privately Sourced Lux Vehicles","4 Upper Aston Hall Lane, Hawarden, Deeside, Clwyd, CH5 3EN",(07441)-906259,ep17.co.uk
10041177,Parbold Prestige,5.0,,"3 Station Road, Parbold, Wigan, Lancashire, WN8 7NU",(01942)-566219,www.parboldprestige.co.uk
10035196,Evans Halshaw Hyundai Warrington,4.7,"Flexible Finance Available, Reserve a Car for just £99, Great Quality Cars","Apollo Park, Westbrook, Warrington, Warrington, WA5 7YA",(01925)-903980,www.evanshalshaw.com
75861,Vauxhall Chester,5.0,"Click and Collect Available, Home Delivery Available, Finance options Available","302 Sealand Road, Chester, Cheshire, CH1 4LQ",(01244)-988845,www.lookers.co.uk
344159,Nissan Chester,5.0,"Click and Collect Available, Home Delivery Available, Finance Options Available","302 Sealand Road, Chester, Cheshire, CH1 4LQ",(01244)-988920,www.lookers.co.uk
10027638,Kia Chester,4.3,"Click & Collect Available, Home Delivery Available, Finance Options Available","SEALAND ROAD, Chester, Cheshire, CH1 4LQ",(0161)-506-1241,www.lookers.co.uk
11983,Renault Chester,4.0,"Click and Collect Available, Home Delivery Available, Finance Options Available","302 Sealand Road, Chester, Cheshire, CH1 4LQ",(01244)-988922,www.lookers.co.uk
4398,Group 1 Volkswagen Chester,3.7,"Manufacturer Approved Dealer , Price checked to market, Aftersales facilities ","Sealand Road, Chester, Cheshire, CH1 4LQ",(01244)-725453,www.group1auto.co.uk
696535,Dacia Chester,0.0,"Click and Collect Available, Home Delivery Available, Finance Options Available","302 Sealand Road, Chester, Cheshire, CH1 4LQ",(01244)-988918,www.lookers.co.uk
10039581,Volvo Cars Chester,2.8,"The UK's Leading Retailer, Click & Collect","Sovereign Way, Sealand Rd, Chester, CH1 4PH",(01244)-988205,www.sytner.co.uk
10036288,WIGAN VEHICLE SOLUTIONS LIMITED,4.8,,"Unit 3, Alpha Business Park, Leopold Street, Pemberton, Lancashire, WN5 8EG",(01942)-566054,www.wiganvehiclesolutions.co.uk
10037427,Merseyside Van Sales Ltd,5.0,"FCA Approved, IMDA Member, Free Warranty with Every Van","580, Haydock Cross Industrial Estate, Kilbuck Lane, Haydock, St. Helens, Merseyside, WA11 9UX",(0151)-382-2209,www.merseysidevansales.co.uk
11275,Warrington Audi,3.4,"Franchised Audi Dealer,  95% Of Customers Recommend Us, Exceptional Audi Aftercare","Charon Way, Gemini Retail Park, Westbrook, Warrington, Cheshire, WA5 7YD",(01925)-697689,www.stratstone.com
332123,Swansway Peugeot Chester,4.7," Used Car Dealer Awards winner, For just £49,  Family owned since 2010","Sealand Road, Chester, Cheshire, CH1 4LS",(01244)-725646,www.swanswaygarages.com
4502,Halliwell Jones Chester BMW,4.2," Family owned business, Over 600 cars in group stock, Reserve online for £99","Sealand Road, Chester, Cheshire, CH1 4LS",(01244)-725469,www.halliwelljones.co.uk
126334,Chester Car Supermarket Ltd,4.7," Family values, Great rates of finance , Part-ex welcome","Stadium Garage, Sealand Road, Chester, Cheshire, CH1 4LD",(01244)-988006,www.chestercarsupermarket.com
5434,Evans Halshaw Ford Chester,4.4,"Flexible Finance Available, Competitve price for your car, Reserve a Car for just £99","Sovereign Way, Chester, Cheshire, CH1 4QJ",(01244)-988811,www.evanshalshaw.com
10019195,D A Car and Commercial Ltd,4.8,"AA Approved Dealer , Finance Specialist, Warranty on ever Vehicle ","DA CAR AND COMMERCIAL SHOWROOM Soughers Lane, Ashton-In-Makerfield, Wigan, Lancashire, WN4 0JX",(07588)-710654,www.dacarandcommercial.co.uk
11261,Group 1 Land Rover Chester,4.6,"Manufacturer Approved Dealer, Price checked to market, Aftersales facilities","Sealand Road, Chester, Cheshire, CH1 4LD",(01244)-988931,www.group1auto.co.uk
10040642,BYD Chester,4.9," Test drive the electric range,  Part of Swansway Motor Group","Bumpers Lane, Sealand Industrial Estate, Chester, Cheshire, CH1 4LT",(01270)-397751,www.swanswaygarages.com
10697,Graham Walker Ltd,4.9,,"28 Bumpers Lane, Sealand Ind Est Nr Chester Football Grd, Chester, Cheshire, CH1 4LT",(01244)-725209,www.grahamwalkerltd.co.uk
10020633,Motor Match Chester,4.6," Part of Swansway Motor Group, Sourced from franchise dealers","BUMPERS LANE, SEALAND INDUSTRIAL ESTATE, Chester, Cheshire, CH1 4LT",(01244)-988772,www.motormatch.com
2760113,Group 1 Jaguar Chester,5.0,"Manufacturer Approved Dealer, Price checked to market, Aftersales facilities","Unit 1 Chester Trade Park Bumbers Lane, Sealand Industrial Estate, Chester, Cheshire, CH1 4LT",(01244)-725485,www.group1auto.co.uk
10039118,Halliwell Jones Deva Ltd,4.7,,"Unit 1, Chelford Close, Sealand Industrial Estate, Chester, Cheshire, CH1 4NE",(01244)-360041,www.halliwelljones.co.uk
10021929,SGP Motors Ltd,5.0,,"Travellers Inn, Pen Y Cefn, Caerwys, Mold, Clwyd, CH7 5BL",(07537)-123266,www.sgpmotors.co.uk
10010187,Buckley Trade Centre,0.0,"Finance Specialist , AA Dealer Standards Approved ,  With Over 35yrs Experience","MAIN ROAD, SYCHDYN, Mold, Clwyd, CH7 6EA",(01352)-376032,www.buckleytradecentre.co.uk
10025021,DCS Auto,5.0,"We use Car Care Plan Warranty, We are FCA Authorised, 12 Months Included","Unit 1 LINK 25 BUSINESS PARK, WIGAN ROAD, ASHTON-IN-MAKERFIELD, Wigan, Lancashire, WN4 0DA",(01942)-919150,www.dcsauto.co.uk
638935,VR (EPS) Warrington Ltd,4.8,"Order online from our website, Delivery times to suit you,  Autotrader Highly Rated 2024","Unit 12 Gemini Trade Park, Europa Boulevard, Warrington, Cheshire, WA5 7YF",(01925)-903110,www.vr-eps.com
123430,Arnold Clark Warrington Motorstore / Vanstore,4.9,"Reserve your vehicle online, Click & Collect close to you, Live video appointments","860 Europa Boulevard, Westbrook, Warrington, Lancashire, WA5 7TT",(01925)-916735,www.arnoldclark.com
425,J M Motors,5.0,,"166 Hawarden Industrial Park, MANOR LANE, HAWARDEN, Deeside, Clwyd, CH5 3PP",(01244)-725448,www.jmmotorshawarden.co.uk
10018728,BDS Automotive LTD,5.0," 5* RATED AWARD WINNING DEALER, FREE FULLY COMP WARRANTY! , OUT OF HOURS APPOINTMENTS!","Cranberry Lodge Garage, Wigan Road, Ashton-In-Makerfield, Wigan, Lancashire, WN4 0BZ",(01942)-919301,www.bdsautomotive.co.uk
26214,Paul Hart Cars,5.0,,"375 Old Liverpool Road, Sankey Bridges, Warrington, Cheshire, WA5 1EB",(01925)-916665,www.paul-hartcars.co.uk
8035,Alpha Motors,4.9,"Service Department, Click and Collect,  40 Year Family Owned Business","Path Lane Garage, Warrington Road, Wigan, Lancashire, WN3 6XB",(01942)-919478,www.alphamotors.co.uk
10044456,MB Warrington,5.0," Mercedes Benz Specialists, Established 2006,  Friend & Family owned","561 Europa Boulevard, Westbrook, Warrington, Lancashire, WA5 7TP",(01925)-697325,
10043977,NEXTGEAR MOTORS,5.0," Family owned business ,  Highly rated customer service , Low finance packages ","Unit 15-16, Kingfisher Court, South Lancashire Industrial Estate, Ashton-In-Makerfield, Wigan, Lancashire, WN4 9DW",(07418)-690437,www.nextgearmotorsltd.co.uk
10012727,RC Autocare Ltd,5.0,,"BELLHOUSE LANE, HIGHER WALTON, Warrington, Cheshire, WA4 6TR",(07480)-731582,www.rcautocareltd.co.uk
490418,HL Automotive UK Ltd,5.0,,"Bellhouse Lane, Higher Walton, Warrington, Cheshire, WA4 6TR",(01925)-916704,www.hlautomotive.co.uk
749179,S M R Motors Ltd,5.0,,"292 Old Liverpool Road, Warrington, Lancashire, WA5 1DP",(07457)-401226,www.smrmotors.co.uk
138702,Southport Motor Company,5.0,"Healthcheck report included, We offer finance packages,  Established over 15 years ","Rear of 148, Southport, Merseyside, PR9 7LW",(07588)-823516,www.southportmotorcompany.co.uk
10017072,MW Performance Limited,5.0,,"RIVERSIDE TRADE PARK RIVER LANE, SALTNEY, Chester, CH4 8RL",(01244)-988433,mwperformance.co.uk
10042295,AGM Motor Company,5.0,,"82 Old Liverpool Road, Warrington, Lancashire, WA5 1BU",(07537)-164775,agmmotorcompany.co.uk
10002494,Ben Wild Motors,5.0," EXCEPTIONAL & OUTSTANDING , ALL MAJOR LENDERS,  20 PLUS YEARS","MAINWARING DRIVE, SALTNEY FERRY, Chester, Flintshire, CH4 0AY",(01244)-988390,www.benwildmotors.co.uk
755789,Sm Auto Sales & Services,0.0,,"The Cross Roads, New Brighton, Nr Mould, CH7 6QQ",(01352)-376771,smautosalesandservices.co.uk
562580,Ideal Motor Co,5.0," WITH OVER 15 YEARS EXPERINCE ,  READ OUR GOOGLE REVIEWS!!! , WE OFFER LOW RATE FINANCE ","PARK GARAGE VICTORIA STREET, Wigan, Lancashire, WN5 9BX",(07427)-467431,www.idealmotorco.co.uk
10010304,Aspire Car Sales,5.0,,"Mill Lane, Winwick, Warrington, Lancashire, WA2 8RL",(01925)-903036,www.aspirecarsales.co.uk
10029917,Revitupuk.Com,3.7," Established 2001, Finance Available, Warranty Options","Unit 1, Antelope Industrial Estate, Rhydymwyn, Mold, Clwyd, CH7 5JH",(07822)-001498,www.revitupuk.com
102387,Evans Halshaw Vauxhall Wigan,4.4,"Flexible Finance Available, More Cash for your Car, Reserve a Car for just £99","Challenge Way, Martland Park, Wigan, Lancashire, WN5 0LD",(01942)-919798,www.evanshalshaw.com
10014542,Johnsons Skoda Wigan,4.8,"ALL CARS ARE FULLY HPI CLEAR, APPROVED USED SKODA DEALERSHIP, CLICK AND COLLECT AVAILABLE","Challenge Way, Martland Park, Wigan, Lancashire, WN5 0LD",(01942)-919501,www.johnsonscars.co.uk
2479609,Vertu Ford Wigan,4.9,"Ford Main Retailer,  Dedicated Vehicle Specialists,  Test Drives Available","Challenge Way, Martland Park, Wigan, Lancashire, WN5 0LD",(01942)-919772,www.Vertumotors.com
10014541,Johnsons Seat Wigan,4.9,"APPROVED SEAT USED CAR DEALER, OVER 4000 CARS IN GROUP STOCK,  OVER 22 YEARS IN BUSINESS","Challenge Way, Martland Park, Wigan, Lancashire, WN5 0LD",(01942)-919466,www.johnsonscars.co.uk
47658,HW Moon,0.0,"Main Toyota dealer ,  Ichiban award winners,  Over 60 Years family owned","Challenge Way, Martland Park,, Wigan, Lancs, WN5 0LD",(01942)-566695,www.hwmoon.toyota.co.uk
10030053,Johnsons Honda Wigan,4.6,"Honda Approved Dealer,  Johnsons Cars Since 1999,  Excellent Customer Service ","Challenge Way, Martland Park, Wigan, Lancashire, WN5 0LD",(01942)-919378,www.johnsonscars.co.uk
13500,Broughton Motor Company,5.0,,"Broughton Hall Road, BROUGHTON, Chester, Flintshire, CH4 0DR",(01244)-888423,www.broughtonmotorcompany.co.uk
6050,Evans Halshaw Ford Bretton,4.5,"Flexible Finance Available, More Cash for your Car, Reserve a Car for just £99","Chester Road, Bretton, Chester, Cheshire, CH4 0DS",(01244)-988810,www.evanshalshaw.com
10012517,Mazda Warrington,4.7," Mazda dealer since 1969, Mazda Approved Used Cars ","Bewsey Road, Warrington, Cheshire, WA5 0JX",(01925)-916673,www.imgselect.com
583828,IMG Select,5.0,"GREAT CUSTOMER RATING  ,  A REAL FAMILY OWNED BUSINESS,  THE NICEST STAFF IN TOWN ","Bewsey Road, Warrington, Chehsire, WA5 0JX",(01925)-903978,www.imgselect.com
10029259,MG Warrington,4.7,"Click and collect available , Full safety check/preparation, Minimum 3 month warranty","Guardian Street, Warrington, Lancashire, WA5 1GG",(01925)-697174,www.holdcroft.com
1587094,Warrington Honda,4.9,"Click and collect available , Full safety check/preparation, Minimum 3 month warranty","GUARDIAN STREET, Warrington, Lancashire, WA5 1GG",(01925)-903960,www.holdcroft.com
10021699,Johnsons Volkswagen Warrington,4.8,"Volkswagen Approved, Digital Appointments Available, Covid Safe Click and Collect","MILNER STREET, Warrington, Lancashire, WA5 1AD",(01925)-903221,www.johnsonscars.co.uk
